country,population_estimation_2020,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million
Azerbaijan,10154978,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",3511219,2214990,1296229,1184499,1174588,34.35,21.67,12.68,114892
Azerbaijan,10154978,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",4972362,2880131,2092231,1360123,1405884,48.64,28.17,20.47,137513
Azerbaijan,10154978,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",6805740,4113716,2692024,1519612,1841591,66.57,40.24,26.33,180135
Azerbaijan,10154978,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",8554628,4762232,3792396,1202990,1808388,83.68,46.58,37.1,176888
Azerbaijan,10154978,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",9660868,4991242,4402450,898789,1137573,94.5,48.82,43.06,111272
Azerbaijan,10154978,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",10527605,5079349,4566911,602592,929130,102.98,49.68,44.67,90884
Azerbaijan,10154978,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",11346166,5169382,4676520,797551,814401,110.98,50.56,45.74,79662
Azerbaijan,10154978,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",12000767,5230388,4742174,598612,669680,117.39,51.16,46.39,65504
Azerbaijan,10154978,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",12720225,5280393,4772019,687123,993320,124.42,51.65,46.68,97163
Azerbaijan,10154978,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",13159756,5308772,4795324,5,177286,128.72,51.93,46.91,17342
Bahamas,393893,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",7000,7000,0,110,7038,1.76,1.76,0,17731
Bahamas,393893,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",25692,25692,0,0,19378,6.47,6.47,0,48821
Bahamas,393893,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",55037,46378,8659,0,28655,13.87,11.68,2.18,72196
Bahamas,393893,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",91067,58122,32945,0,36899,22.94,14.64,8.3,92964
Bahamas,393893,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",106898,61803,46793,2377,12860,26.93,15.57,11.79,32400
Bahamas,393893,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",146738,91967,57593,0,41652,36.97,23.17,14.51,104938
Bahamas,393893,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",184461,114333,70128,0,48429,46.47,28.81,17.67,122013
Bahamas,393893,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",255085,132240,122845,0,58944,64.27,33.32,30.95,148506
Bahamas,393893,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",280176,151709,138266,0,25660,70.59,38.22,34.84,64650
Bahamas,393893,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",300214,157041,147365,6771,24242,75.64,39.57,37.13,61079
Bahamas,393893,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",318916,160505,151520,0,16226,80.35,40.44,38.17,40878
Bahamas,393893,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",327515,163061,153878,0,7199,82.52,41.08,38.77,18136
Bahrain,1711057,2020-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",58643,58643,0,19678,34657,3.35,3.35,0,19824
Bahrain,1711057,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",97776,171568,0,39133,166495,5.59,9.81,0,95232
Bahrain,1711057,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",0,298171,0,0,215936,0,17.05,0,123508
Bahrain,1711057,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",766317,510877,255440,259798,299172,43.83,29.22,14.61,171123
Bahrain,1711057,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1235170,693423,541747,468853,467272,70.65,39.66,30.99,267271
Bahrain,1711057,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1732728,941674,791054,497558,469479,99.11,53.86,45.25,268535
Bahrain,1711057,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2122296,1057888,987140,389568,383950,121.39,60.51,56.46,219613
Bahrain,1711057,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2305354,1108252,1055185,183058,231478,131.86,63.39,60.36,132398
Bahrain,1711057,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2489109,1146939,1088446,183755,189211,142.37,65.6,62.26,108229
Bahrain,1711057,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2590143,1165178,1119298,101034,90888,148.15,66.65,64.02,51986
Bahrain,1711057,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2771330,1177521,1141443,181187,190527,158.52,67.35,65.29,108979
Bahrain,1711057,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2928259,1188539,1159574,156929,143319,167.49,67.98,66.33,81978
Bahrain,1711057,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3226201,1203146,1177993,297942,300140,184.53,68.82,67.38,171675
Bahrain,1711057,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3357017,1223859,1193959,130816,146507,192.02,70,68.29,83799
Bahrain,1711057,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3375361,1227305,1197343,18344,20713,193.07,70.2,68.49,11846
Bangladesh,164972348,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",567,567,0,567,5139,0,0,0,31
Bangladesh,164972348,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",3110525,3110525,0,1938619,2759688,1.87,1.87,0,16593
Bangladesh,164972348,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",5370431,5370431,0,70407,2503853,3.23,3.23,0,15055
Bangladesh,164972348,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",8625350,5819656,2805694,1247104,3103484,5.19,3.5,1.69,18661
Bangladesh,164972348,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",9991671,5823245,4168426,823451,1579134,6.01,3.5,2.51,9493
Bangladesh,164972348,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",10103015,5823245,4279770,42601,150076,6.08,3.5,2.57,899
Bangladesh,164972348,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",12849265,8520221,4329044,2734283,1035171,7.73,5.12,2.6,6224
Bangladesh,164972348,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",26471819,18580195,7891624,11087192,14205449,15.92,11.17,4.75,85418
Bangladesh,164972348,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",48225447,31502515,16722932,18962130,17359979,29,18.94,10.06,104386
Bangladesh,164972348,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",70510078,41784170,28725908,6884827,22991407,42.4,25.13,17.27,138250
Bangladesh,164972348,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",96434845,59839716,36595129,16980584,28229442,57.99,35.98,22.01,169746
Bangladesh,164972348,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",106575146,65835395,40739751,8813795,28420209,64.08,39.59,24.5,170887
Bangladesh,164972348,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",156416604,95440321,59711538,14576165,35926158,94.05,57.39,35.91,216025
Bangladesh,164972348,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",209937805,122689831,83529389,3913910,39005097,126.24,73.77,50.23,234549
Bangladesh,164972348,2022-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",217266600,125588721,87310746,1467914,16643418,130.64,75.52,52.5,100079
Barbados,287437,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",38615,38615,0,34125,31656,13.42,13.42,0,110027
Barbados,287437,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",63728,63728,0,25054,34295,22.15,22.15,0,119201
Barbados,287437,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",74218,74218,0,10285,10136,25.8,25.8,0,35231
Barbados,287437,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",139354,78633,60721,65136,63309,48.44,27.33,21.11,220046
Barbados,287437,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",166567,95386,71181,25007,27596,57.89,33.15,24.74,95918
Barbados,287437,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",175943,99695,76248,8014,10022,61.15,34.65,26.5,34832
Barbados,287437,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",204266,109905,94361,28323,27181,71,38.2,32.8,94475
Barbados,287437,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",241915,136034,105881,30474,35019,84.08,47.28,36.8,121715
Barbados,287437,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",275933,149019,126914,28673,36188,95.91,51.8,44.11,125778
Barbados,287437,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",290345,153586,136759,13536,16927,100.92,53.38,47.53,58833
Barbados,287437,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",299629,155952,143677,9284,8885,104.14,54.2,49.94,30880
Barbados,287437,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",305374,158463,146911,5636,6650,106.14,55.08,51.06,23112
Barbados,287437,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",309562,160114,149448,3151,3806,107.6,55.65,51.94,13230
Barbados,287437,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",310502,160485,150017,801,798,107.92,55.78,52.14,2774
Belarus,9448772,2020-12,"Sinopharm/Beijing, Sputnik V",0,0,0,0,1209,0,0,0,129
Belarus,9448772,2021-01,"Sinopharm/Beijing, Sputnik V",0,0,0,0,12493,0,0,0,1333
Belarus,9448772,2021-02,"Sinopharm/Beijing, Sputnik V",20944,20944,0,0,11646,0.22,0.22,0,1238
Belarus,9448772,2021-03,"Sinopharm/Beijing, Sputnik V",66618,40518,26100,0,50013,0.71,0.43,0.28,5296
Belarus,9448772,2021-04,"Sinopharm/Beijing, Sputnik V",328500,244000,84500,0,289082,3.48,2.58,0.89,30612
Belarus,9448772,2021-05,"Sinopharm/Beijing, Sputnik V",796834,517151,279683,0,409940,8.44,5.48,2.96,43413
Belarus,9448772,2021-06,"Sinopharm/Beijing, Sputnik V",1073282,701183,372099,0,668362,11.37,7.43,3.94,70776
Belarus,9448772,2021-07,"Sinopharm/Beijing, Sputnik V",2194993,1334540,860453,0,832811,23.24,14.13,9.11,88188
Belarus,9448772,2021-08,"Sinopharm/Beijing, Sputnik V",2963378,1626825,1336553,0,669954,31.38,17.23,14.15,70948
Belarus,9448772,2021-09,"Sinopharm/Beijing, Sputnik V",3628321,2059838,1568483,0,717179,38.42,21.81,16.61,75949
Belarus,9448772,2021-10,"Sinopharm/Beijing, Sputnik V",4766181,2759758,2006423,0,1288557,50.47,29.23,21.25,136459
Belarus,9448772,2021-11,"Sinopharm/Beijing, Sputnik V",6331049,3618830,2712219,0,1329743,67.05,38.32,28.72,140816
Belarus,9448772,2021-12,"Sinopharm/Beijing, Sputnik V",7708200,4356041,3228165,0,2035014,81.63,46.13,34.19,215505
Belarus,9448772,2022-01,"Sinopharm/Beijing, Sputnik V",10028295,5274902,4233740,0,1620807,106.2,55.86,44.84,171641
Belarus,9448772,2022-02,"Sinopharm/Beijing, Sputnik V",10649534,5528298,4632574,0,618142,112.78,58.54,49.06,65462
Belgium,11598451,2020-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",955,953,21,616,529,0.01,0.01,0,45
Belgium,11598451,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",344861,317943,27482,343906,310862,2.96,2.73,0.24,26724
Belgium,11598451,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",877445,535078,343414,532584,520096,7.54,4.6,2.95,44710
Belgium,11598451,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2004087,1435804,569677,1126642,1044673,17.23,12.34,4.9,89809
Belgium,11598451,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3985162,3112050,878424,1981075,1864979,34.26,26.75,7.55,160328
Belgium,11598451,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6910424,4755042,2236842,2925262,2898472,59.41,40.88,19.23,249173
Belgium,11598451,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11089877,7262384,4095755,4179453,4114167,95.34,62.43,35.21,353685
Belgium,11598451,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14708145,8108286,6933481,3618268,3576693,126.44,69.7,59.61,307478
Belgium,11598451,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16311187,8479737,8196938,1603042,1889620,140.22,72.9,70.47,162446
Belgium,11598451,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16856169,8639850,8469068,544982,553788,144.91,74.27,72.81,47608
Belgium,11598451,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",17627446,8757215,8617627,771277,792380,151.54,75.28,74.08,68118
Belgium,11598451,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",18938644,8868670,8728875,1311198,1158812,162.81,76.24,75.04,99618
Belgium,11598451,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",21704563,8929068,8819658,2765919,2821638,186.59,76.76,75.82,242568
Belgium,11598451,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",24189646,9154872,8879788,2485083,2550671,207.95,78.7,76.34,219275
Belgium,11598451,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",25036815,9218037,9081202,847169,887363,215.23,79.24,78.07,76282
Belgium,11598451,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",25090382,9221824,9092136,53567,76653,215.7,79.28,78.16,6590
Belize,398845,2021-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0,0,0,0,0,0,0,0,0
Belize,398845,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",22067,22067,0,13958,21585,5.45,5.45,0,53308
Belize,398845,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",42100,42100,0,7259,20367,10.4,10.4,0,50299
Belize,398845,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",75243,64070,11173,16660,33272,18.58,15.82,2.76,82168
Belize,398845,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",106010,79993,26017,7287,37904,26.18,19.76,6.43,93612
Belize,398845,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",183581,132361,51220,34711,64980,45.34,32.69,12.65,160481
Belize,398845,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",237507,167596,69911,21137,56059,58.66,41.39,17.27,138446
Belize,398845,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",321277,193769,127508,21680,80482,79.34,47.85,31.49,198762
Belize,398845,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",384446,223812,144531,0,68386,94.94,55.27,35.69,168885
Belize,398845,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",407766,227942,193188,0,24593,100.7,56.29,47.71,60737
Belize,398845,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",424634,230125,199119,0,19313,104.87,56.83,49.18,47697
Belize,398845,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",445691,232515,203237,0,19226,110.07,57.42,50.19,47484
Belize,398845,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",458351,234370,206583,0,12764,113.2,57.88,51.02,31524
Belize,398845,2022-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",460853,234810,207253,0,1474,113.81,57.99,51.18,3640
Benin,12175480,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",12934,12516,418,0,8327,0.1,0.1,0,668
Benin,12175480,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",46108,36188,9920,0,26658,0.37,0.29,0.08,2137
Benin,12175480,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",57886,43377,14509,0,17949,0.46,0.35,0.12,1445
Benin,12175480,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",117984,50751,21405,0,65304,0.95,0.41,0.17,5244
Benin,12175480,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",174104,152699,0,0,80871,1.4,1.23,0,6497
Benin,12175480,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",277614,238775,207440,0,72850,2.23,1.92,1.67,5853
Benin,12175480,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",827261,774881,652351,0,424351,6.64,6.22,5.24,34085
Benin,12175480,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1773592,1699784,1319264,0,1082212,14.24,13.65,10.6,86917
Benin,12175480,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",2138322,2039793,1625516,0,498744,17.17,16.38,13.06,40058
Benin,12175480,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",2788620,2591583,2013843,0,435228,22.4,20.81,16.17,34952
Bermuda,62237,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech",4897,4897,0,0,5216,7.89,7.89,0,84004
Bermuda,62237,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech",20705,13659,7046,0,14818,33.35,22,11.35,238645
Bermuda,62237,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech",37788,22417,15371,0,18885,60.86,36.1,24.76,304147
Bermuda,62237,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech",55904,32129,23775,0,18148,90.03,51.74,38.29,292277
Bermuda,62237,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech",71114,37554,33560,0,13901,114.53,60.48,54.05,223876
Bermuda,62237,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech",80722,41198,35662,0,9454,130,66.35,57.43,152257
Bermuda,62237,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech",82870,41873,40997,0,3161,133.46,67.44,66.03,50910
Bermuda,62237,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech",84748,42826,41922,0,2092,136.49,68.97,67.52,33693
Bermuda,62237,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech",86676,43855,42821,0,2066,139.59,70.63,68.96,33273
Bermuda,62237,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech",92770,45291,43738,0,5623,149.41,72.94,70.44,90561
Bermuda,62237,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech",101341,0,0,0,12066,163.21,0,0,194333
Bermuda,62237,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech",112695,46194,45213,0,7912,181.5,74.4,72.82,127428
Bermuda,62237,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech",120535,46695,45863,0,7713,194.12,75.2,73.86,124218
Bermuda,62237,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech",124342,46961,46119,0,4137,200.25,75.63,74.28,66625
Bermuda,62237,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech",125085,47336,46247,0,409,201.45,76.24,74.48,6587
Bhutan,773069,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",394765,394765,0,394765,433335,50.62,50.62,0,555629
Bhutan,773069,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",480422,480422,0,85657,307630,61.6,61.6,0,394445
Bhutan,773069,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",482716,482716,0,1709,2745,61.89,61.89,0,3519
Bhutan,773069,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",484751,484751,0,0,2574,62.16,62.16,0,3306
Bhutan,773069,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",963360,486242,460221,377762,466157,123.52,62.35,59.01,597714
Bhutan,773069,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1045074,567143,477931,2140,91327,134,72.72,61.28,117101
Bhutan,773069,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1081086,584605,496481,0,37886,138.62,74.96,63.66,48579
Bhutan,773069,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1148146,588307,559839,0,48662,147.22,75.43,71.78,62396
Bhutan,773069,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1153555,589215,564340,0,24116,147.91,75.55,72.36,30920
Bhutan,773069,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1154843,589762,565081,0,5457,148.08,75.62,72.46,6995
Bhutan,773069,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1435774,593980,570751,0,266462,184.1,76.16,73.18,341660
Bhutan,773069,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1592652,596568,574736,0,163689,204.21,76.49,73.69,209885
Bolivia,11700207,2021-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",29813,22212,7601,28224,22471,0.25,0.19,0.06,1899
Bolivia,11700207,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",304185,194880,109305,274372,251722,2.57,1.65,0.92,21275
Bolivia,11700207,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",842642,610534,232108,538457,462737,7.12,5.16,1.96,39107
Bolivia,11700207,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1681883,1331789,350094,839241,852194,14.21,11.25,2.96,72020
Bolivia,11700207,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2590835,1885313,705522,908952,888131,21.9,15.93,5.96,75056
Bolivia,11700207,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4505459,3106488,1627394,1914624,1846120,38.08,26.25,13.75,156016
Bolivia,11700207,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",6001157,3996452,2747844,1495698,1485643,50.72,33.77,23.22,125549
