total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,new_cases,new_deaths,%deaths,%cases,clusters
0,0.0,0.0,0.0,441532,129,1,0.000226484,0.029216455,0
0,0.0,0.0,0.0,441532,9,0,0.000226484,0.031254813,0
0,0.0,0.0,0.0,441532,3,1,0.000452968,0.031934265,0
0,0.0,0.0,0.0,441532,0,1,0.000679452,0.031934265,0
0,0.0,0.0,0.0,441532,0,0,0.000679452,0.031934265,0
0,0.0,0.0,0.0,441532,3,0,0.000679452,0.032613718,0
0,0.0,0.0,0.0,441532,2,0,0.000679452,0.033066686,0
0,0.0,0.0,0.0,441532,2,0,0.000679452,0.033519654,0
0,0.0,0.0,0.0,441532,2,0,0.000679452,0.033972623,0
0,0.0,0.0,0.0,441532,7,0,0.000679452,0.035558012,0
0,0.0,0.0,0.0,441532,23,0,0.000679452,0.040767147,0
0,0.0,0.0,0.0,441532,6,0,0.000679452,0.042126052,0
0,0.0,0.0,0.0,441532,26,0,0.000679452,0.04801464,0
0,0.0,0.0,0.0,441532,69439,81,0.046655735,30.11808884,0
0,0.0,0.0,0.0,6896655,399,8,0.000115998,0.005785413,0
0,0.0,0.0,0.0,6896655,1107,58,0.000956986,0.021836673,0
0,0.0,0.0,0.0,6896655,1007,74,0.00202997,0.036437954,0
0,0.0,0.0,0.0,6896655,2476,90,0.00333495,0.072339417,0
0,0.0,0.0,0.0,6896655,6701,153,0.005553417,0.169502462,0
0,0.0,0.0,0.0,6896655,4576,246,0.009120363,0.235853468,0
0,0.0,0.0,0.0,6896655,4567,196,0.011962321,0.302073976,0
0,0.0,0.0,0.0,6896655,32011,454,0.018545222,0.766226526,0
0,0.0,0.0,0.0,6896655,92456,2756,0.058506624,2.10681845,0
0,0.0,0.0,0.0,21497097,261,14,6.51e-05,0.001214117,0
0,0.0,0.0,0.0,21497097,384,29,0.000200027,0.003000405,0
0,0.0,0.0,0.0,21497097,202,10,0.000246545,0.003940067,0
0,0.0,0.0,0.0,21497097,115,0,0.000246545,0.004475023,0
0,0.0,0.0,0.0,21497097,144,0,0.000246545,0.005144881,0
0,0.0,0.0,0.0,21497097,262,2,0.000255848,0.00636365,0
0,0.0,0.0,0.0,21497097,688,3,0.000269804,0.009564082,0
0,0.0,0.0,0.0,21497097,444,9,0.00031167,0.011629477,0
0,0.0,0.0,0.0,21497097,386,1,0.000316322,0.013425069,0
0,0.0,0.0,0.0,21497097,3821,17,0.000395402,0.031199562,0
0,0.0,0.0,0.0,21497097,3975,35,0.000558215,0.04969043,0
0,0.0,0.0,0.0,21497097,1300,22,0.000660554,0.055737758,0
0,0.0,0.0,0.0,21497097,735,4,0.000679161,0.059156825,0
0,0.0,0.0,0.0,21497097,593,11,0.000730331,0.061915337,0
0,0.0,0.0,0.0,21497097,124,9,0.000772197,0.062492159,0
0,0.0,0.0,0.0,12255429,2,0,0.0,1.63e-05,0
0,0.0,0.0,0.0,12255429,9,1,8.16e-06,8.98e-05,0
0,0.0,0.0,0.0,12255429,52,0,8.16e-06,0.000514058,0
0,0.0,0.0,0.0,12255429,107,0,8.16e-06,0.00138714,0
0,0.0,0.0,0.0,12255429,217,0,8.16e-06,0.003157784,0
0,0.0,0.0,0.0,12255429,58,0,8.16e-06,0.003631044,0
0,0.0,0.0,0.0,12255429,63,0,8.16e-06,0.004145102,0
0,0.0,0.0,0.0,12255429,77,0,8.16e-06,0.004773395,0
0,0.0,0.0,0.0,12255429,103,0,8.16e-06,0.005613839,0
0,0.0,0.0,0.0,12255429,130,1,1.63e-05,0.006674593,0
0,0.0,0.0,0.0,12255429,814,0,1.63e-05,0.013316547,0
0,0.0,0.0,0.0,12255429,577,1,2.45e-05,0.018024665,0
0,0.0,0.0,0.0,12255429,601,3,4.9e-05,0.022928614,0
0,0.0,0.0,0.0,12255429,1185,0,4.9e-05,0.032597798,0
0,0.0,0.0,0.0,12255429,795,0,4.9e-05,0.039084719,0
0,0.0,0.0,0.0,12255429,662,2,6.53e-05,0.044486407,0
0,0.0,0.0,0.0,12255429,1628,1,7.34e-05,0.057770316,0
0,0.0,0.0,0.0,12255429,4914,29,0.000310067,0.097866831,0
0,0.0,0.0,0.0,12255429,5734,0,0.000310067,0.144654259,0
0,0.0,0.0,0.0,16946446,1,0,0.0,5.9e-06,0
0,0.0,0.0,0.0,16946446,0,0,0.0,5.9e-06,0
0,0.0,0.0,0.0,16946446,108,0,0.0,0.000643203,0
0,0.0,0.0,0.0,16946446,13,0,0.0,0.000719915,0
0,0.0,0.0,0.0,16946446,3,0,0.0,0.000737618,0
0,0.0,0.0,0.0,16946446,16,0,0.0,0.000832033,0
0,0.0,0.0,0.0,16946446,98,0,0.0,0.001410325,0
0,0.0,0.0,0.0,16946446,35,0,0.0,0.001616858,0
0,0.0,0.0,0.0,16946446,3,0,0.0,0.001634561,0
0,0.0,0.0,0.0,16946446,14,0,0.0,0.001717174,0
0,0.0,0.0,0.0,16946446,35,0,0.0,0.001923707,0
0,0.0,0.0,0.0,16946446,52,0,0.0,0.002230556,0
0,0.0,0.0,0.0,16946446,88,0,0.0,0.002749839,0
0,0.0,0.0,0.0,27224262,193,6,2.2e-05,0.000708926,0
0,0.0,0.0,0.0,27224262,1639,55,0.000224065,0.006729292,0
0,0.0,0.0,0.0,27224262,4072,130,0.00070158,0.021686538,0
0,0.0,0.0,0.0,27224262,6688,122,0.00114971,0.046252861,0
0,0.0,0.0,0.0,27224262,4663,78,0.001436219,0.063380965,0
0,0.0,0.0,0.0,27224262,1887,20,0.001509683,0.070312282,0
0,0.0,0.0,0.0,27224262,1696,7,0.001535395,0.07654202,0
0,0.0,0.0,0.0,27224262,955,8,0.001564781,0.08004992,0
0,0.0,0.0,0.0,27224262,2652,11,0.001605186,0.089791231,0
0,0.0,0.0,0.0,27224262,1832,11,0.001645591,0.096520523,0
0,0.0,0.0,0.0,27224262,3340,14,0.001697016,0.108788991,0
0,0.0,0.0,0.0,27224262,6097,89,0.00202393,0.131184456,0
0,0.0,0.0,0.0,27224262,11955,170,0.002648373,0.175097492,0
0,0.0,0.0,0.0,38067913,4,0,0.0,1.05e-05,0
0,0.0,0.0,0.0,38067913,29,0,0.0,8.67e-05,0
0,0.0,0.0,0.0,38067913,10678,303,0.000795946,0.028136557,0
0,0.0,0.0,0.0,38067913,46503,4720,0.013194839,0.150294554,0
0,0.0,0.0,0.0,38067913,34853,3319,0.021913468,0.24184935,0
0,0.0,0.0,0.0,38067913,12541,618,0.023536883,0.274793105,0
0,0.0,0.0,0.0,38067913,12278,200,0.024062259,0.307045989,0
0,0.0,0.0,0.0,38067913,12708,145,0.024443158,0.340428434,0
0,0.0,0.0,0.0,38067913,32966,252,0.025105133,0.427026299,0
0,0.0,0.0,0.0,38067913,75284,924,0.027532374,0.624788651,0
0,0.0,0.0,0.0,38067913,145624,2203,0.033319399,1.007326039,0
0,0.0,0.0,0.0,561901,6,1,0.000177967,0.001067804,0
0,0.0,0.0,0.0,561901,115,0,0.000177967,0.021534042,0
0,0.0,0.0,0.0,561901,314,3,0.000711869,0.077415773,0
0,0.0,0.0,0.0,561901,792,11,0.002669509,0.218365869,0
0,0.0,0.0,0.0,561901,1224,8,0.004093248,0.436197836,0
0,0.0,0.0,0.0,561901,1433,17,0.007118692,0.691224967,0
0,0.0,0.0,0.0,561901,2140,20,0.010678038,1.072074974,0
0,0.0,0.0,0.0,561901,2769,35,0.016906893,1.564866409,0
0,0.0,0.0,0.0,561901,1968,10,0.018686566,1.915106042,0
0,0.0,0.0,0.0,561901,1079,8,0.020110304,2.107132751,0
0,0.0,0.0,0.0,561901,2230,21,0.023847617,2.503999815,0
0,0.0,0.0,0.0,561901,1330,13,0.026161192,2.740696315,0
0,0.0,0.0,0.0,66498,14,1,0.001503805,0.021053265,0
0,0.0,0.0,0.0,66498,59,0,0.001503805,0.109777738,0
0,0.0,0.0,0.0,66498,68,0,0.001503805,0.212036452,0
0,0.0,0.0,0.0,66498,59,0,0.001503805,0.300760925,0
0,0.0,0.0,0.0,66498,3,0,0.001503805,0.305272339,0
0,0.0,0.0,0.0,66498,2,0,0.001503805,0.308279948,0
0,0.0,0.0,0.0,66498,6,0,0.001503805,0.317302776,0
0,0.0,0.0,0.0,66498,29,0,0.001503805,0.36091311,0
0,0.0,0.0,0.0,66498,34,1,0.003007609,0.412042467,0
0,0.0,0.0,0.0,66498,1233,9,0.037595116,30.98739812,0
0,0.0,0.0,0.0,4919987,3,0,0.0,6.1e-05,0
0,0.0,0.0,0.0,4919987,47,0,0.0,0.001016263,0
0,0.0,0.0,0.0,4919987,961,2,4.07e-05,0.020548835,0
0,0.0,0.0,0.0,4919987,2734,45,0.000955287,0.076118087,0
0,0.0,0.0,0.0,4919987,863,12,0.00119919,0.093658784,0
0,0.0,0.0,0.0,4919987,103,3,0.001260166,0.095752286,0
0,0.0,0.0,0.0,4919987,118,0,0.001260166,0.098150666,0
0,0.0,0.0,0.0,4919987,37,0,0.001260166,0.0989027,0
0,0.0,0.0,0.0,4919987,47,1,0.001280491,0.099857987,0
0,0.0,0.0,0.0,4919987,50,0,0.001280491,0.10087425,0
0,0.0,0.0,0.0,4919987,18,0,0.001280491,0.101240105,0
0,0.0,0.0,0.0,4919987,23,0,0.001280491,0.101707586,0
0,0.0,0.0,0.0,4919987,157,4,0.001361792,0.104898651,0
0,0.0,0.0,0.0,4919987,1250,21,0.001788623,0.130305222,0
0,0.0,0.0,0.0,16914985,7,0,0.0,4.14e-05,0
0,0.0,0.0,0.0,16914985,66,5,2.96e-05,0.00043157,0
0,0.0,0.0,0.0,16914985,705,60,0.000384275,0.004599472,0
0,0.0,0.0,0.0,16914985,88,9,0.000437482,0.005119721,0
0,0.0,0.0,0.0,16914985,70,1,0.000443394,0.005533555,0
0,0.0,0.0,0.0,16914985,77,2,0.000455218,0.005988773,0
0,0.0,0.0,0.0,16914985,187,8,0.000502513,0.007094301,0
0,0.0,0.0,0.0,16914985,283,13,0.000579368,0.008767374,0
0,0.0,0.0,0.0,16914985,205,3,0.000597104,0.009979317,0
0,0.0,0.0,0.0,16914985,425,3,0.000614839,0.012491882,0
0,0.0,0.0,0.0,16914985,1263,14,0.000697606,0.019958634,0
0,0.0,0.0,0.0,16914985,597,22,0.000827668,0.023488049,0
0,0.0,0.0,0.0,16914985,560,24,0.000969555,0.026798723,0
0,0.0,0.0,0.0,16914985,284,6,0.001005026,0.028477708,0
0,0.0,0.0,0.0,16914985,114,3,0.001022762,0.029151666,0
0,0.0,0.0,0.0,16914985,55,1,0.001129176,0.043216119,0
0,0.0,0.0,0.0,19212362,2,0,0.0,1.04e-05,0
0,0.0,0.0,0.0,19212362,2842,12,6.25e-05,0.014802969,0
0,0.0,0.0,0.0,19212362,14858,215,0.001181531,0.092138593,0
0,0.0,0.0,0.0,19212362,105848,827,0.005486051,0.643075536,0
0,0.0,0.0,0.0,19212362,155843,4634,0.029605938,1.454235559,0
0,0.0,0.0,0.0,19212362,76274,3769,0.049223516,1.851240363,0
0,0.0,0.0,0.0,19212362,56059,1832,0.058759043,2.143026453,0
0,0.0,0.0,0.0,19212362,51265,1452,0.066316677,2.40985986,0
0,0.0,0.0,0.0,19212362,47265,1466,0.07394718,2.655873338,0
0,0.0,0.0,0.0,19212362,41487,1203,0.080208774,2.87181243,0
0,0.0,0.0,0.0,1444216102,9236,196,1.47e-05,0.000677392,2
0,0.0,0.0,0.0,1444216102,69468,2622,0.0001963,0.005487475,2
0,0.0,0.0,0.0,1444216102,2273,470,0.000228844,0.005644862,2
0,0.0,0.0,0.0,1444216102,1350,1328,0.000320797,0.005738338,2
0,0.0,0.0,0.0,1444216102,143,1,0.000320866,0.005748239,2
0,0.0,0.0,0.0,1444216102,518,0,0.000320866,0.005784037,2
0,0.0,0.0,0.0,1444216102,803,0,0.000320866,0.005839639,2
0,0.0,0.0,0.0,1444216102,721,0,0.000320866,0.005889562,2
0,0.0,0.0,0.0,1444216102,354,0,0.000320866,0.005914073,2
0,0.0,0.0,0.0,1444216102,585,0,0.000320866,0.00595458,2
0,0.0,0.0,0.0,1444216102,545,0,0.000320866,0.005992317,2
0,0.0,0.0,0.0,51265841,906,16,3.12e-05,0.001767259,0
0,0.0,0.0,0.0,51265841,5601,277,0.000571531,0.012692662,0
0,0.0,0.0,0.0,51265841,22876,646,0.001831629,0.057314967,0
0,0.0,0.0,0.0,51265841,68463,2395,0.006503356,0.190860031,0
0,0.0,0.0,0.0,51265841,197662,6771,0.019710981,0.576422808,0
0,0.0,0.0,0.0,51265841,319586,9557,0.038353023,1.199812561,0
0,0.0,0.0,0.0,51265841,214585,6336,0.05071213,1.618385623,0
0,0.0,0.0,0.0,51265841,244505,5316,0.061081608,2.095321132,0
0,0.0,0.0,0.0,51265841,242622,5452,0.07171637,2.568583631,0
0,0.0,0.0,0.0,51265841,325969,6447,0.084291995,3.20442417,0
0,0.0,0.0,0.0,51265841,452109,10770,0.105300135,4.086315486,0
0,0.0,0.0,0.0,888456,1,0,0.0,0.000112555,0
0,0.0,0.0,0.0,888456,105,2,0.00022511,0.01193081,0
0,0.0,0.0,0.0,888456,197,5,0.000787884,0.034104109,0
0,0.0,0.0,0.0,888456,75,0,0.000787884,0.04254572,0
0,0.0,0.0,0.0,888456,45,0,0.000787884,0.047610686,0
0,0.0,0.0,0.0,888456,56,0,0.000787884,0.053913756,0
0,0.0,0.0,0.0,888456,66,0,0.000787884,0.061342374,0
0,0.0,0.0,0.0,888456,66,0,0.000787884,0.068770991,0
0,0.0,0.0,0.0,888456,212,3,0.001125548,0.092632612,0
0,0.0,0.0,0.0,888456,1903,83,0.010467598,0.306824423,0
0,0.0,0.0,0.0,888456,845,51,0.016207893,0.401933241,0
0,0.0,0.0,0.0,888456,125,2,0.016433003,0.416002593,0
0,0.0,0.0,0.0,5657017,19,0,0.0,0.000335866,0
0,0.0,0.0,0.0,5657017,201,9,0.000159094,0.003888975,0
0,0.0,0.0,0.0,5657017,391,11,0.000353543,0.010800745,0
0,0.0,0.0,0.0,5657017,476,17,0.000654055,0.019215074,0
0,0.0,0.0,0.0,5657017,2113,17,0.000954567,0.056566915,0
0,0.0,0.0,0.0,5657017,779,24,0.001378819,0.070337423,0
0,0.0,0.0,0.0,5657017,1110,42,0.002015196,0.089959072,0
0,0.0,0.0,0.0,5657017,201,3,0.001626299,0.093512181,0
0,0.0,0.0,0.0,5657017,484,2,0.001661653,0.102067927,0
0,0.0,0.0,0.0,5657017,1333,14,0.001909133,0.125631583,0
0,0.0,0.0,0.0,5657017,780,9,0.002068228,0.139419768,0
0,0.0,0.0,0.0,5657017,933,11,0.002262677,0.15591256,0
0,0.0,0.0,0.0,5657017,861,7,0.002386417,0.171132595,0
0,0.0,0.0,0.0,5657017,49,6,0.00678803,0.425471587,0
0,0.0,0.0,0.0,5139053,347,2,3.89e-05,0.006752217,0
0,0.0,0.0,0.0,5139053,372,4,0.000116753,0.013990905,0
0,0.0,0.0,0.0,5139053,337,4,0.000194588,0.020548533,0
0,0.0,0.0,0.0,5139053,2403,6,0.000311341,0.067308121,0
0,0.0,0.0,0.0,5139053,14361,134,0.002918826,0.346756494,0
0,0.0,0.0,0.0,5139053,23467,286,0.008484053,0.803397046,0
0,0.0,0.0,0.0,5139053,34473,468,0.01759079,1.47420157,0
0,0.0,0.0,0.0,5139053,34211,481,0.026950491,2.139907878,0
0,0.0,0.0,0.0,5139053,29667,341,0.033585954,2.717193226,0
0,0.0,0.0,0.0,5139053,27798,229,0.160846755,16.24279804,0
0,0.0,0.0,0.0,27053629,179,1,3.7e-06,0.000661649,0
0,0.0,0.0,0.0,27053629,1096,13,5.17e-05,0.004712861,0
0,0.0,0.0,0.0,27053629,1558,19,0.00012198,0.010471793,0
0,0.0,0.0,0.0,27053629,6666,35,0.000251353,0.03511174,0
0,0.0,0.0,0.0,27053629,6548,34,0.000377029,0.059315517,0
0,0.0,0.0,0.0,27053629,2020,15,0.000432474,0.066782168,0
0,0.0,0.0,0.0,27053629,1657,3,0.000443563,0.07290704,0
0,0.0,0.0,0.0,27053629,992,6,0.000465742,0.07657383,0
0,0.0,0.0,0.0,27053629,615,6,0.00048792,0.078847093,0
0,0.0,0.0,0.0,27053629,1193,5,0.000506402,0.083131176,0
0,0.0,0.0,0.0,27053629,5909,17,0.00056924,0.104972978,0
0,0.0,0.0,0.0,27053629,4355,38,0.000709701,0.121070633,0
0,0.0,0.0,0.0,4081657,6,0,0.0,0.000146999,0
0,0.0,0.0,0.0,4081657,861,6,0.000146999,0.021241373,0
0,0.0,0.0,0.0,4081657,1209,63,0.00169049,0.050861697,0
0,0.0,0.0,0.0,4081657,170,34,0.002523485,0.055026672,0
0,0.0,0.0,0.0,4081657,531,4,0.002621484,0.068036094,0
0,0.0,0.0,0.0,4081657,2362,38,0.003552479,0.125904749,0
0,0.0,0.0,0.0,4081657,5130,41,0.004556973,0.251588999,0
0,0.0,0.0,0.0,4081657,6324,94,0.006859959,0.406526075,0
0,0.0,0.0,0.0,4081657,32723,266,0.01337692,1.208234793,0
0,0.0,0.0,0.0,4081657,79126,1240,0.043756739,3.146810229,0
0,0.0,0.0,0.0,11317498,186,6,5.3e-05,0.001643473,0
0,0.0,0.0,0.0,11317498,1315,55,0.000538988,0.013262649,0
0,0.0,0.0,0.0,11317498,544,22,0.000733378,0.018069365,0
0,0.0,0.0,0.0,11317498,296,3,0.000759885,0.020684784,0
0,0.0,0.0,0.0,11317498,267,1,0.000768721,0.023043963,0
0,0.0,0.0,0.0,11317498,1424,8,0.000830572,0.035626249,0
0,0.0,0.0,0.0,11317498,1565,28,0.001077977,0.049454394,0
0,0.0,0.0,0.0,11317498,1290,6,0.001130992,0.060852673,0
0,0.0,0.0,0.0,11317498,1397,7,0.001192843,0.07319639,0
0,0.0,0.0,0.0,11317498,3579,11,0.001290038,0.104819988,0
0,0.0,0.0,0.0,11317498,14823,68,0.001890877,0.235794166,0
0,0.0,0.0,0.0,11317498,23093,108,0.002845152,0.439841032,0
0,0.0,0.0,0.0,11317498,25484,102,0.003746411,0.665014476,0
0,0.0,0.0,0.0,11317498,31444,220,0.005690304,0.942849736,0
0,0.0,0.0,0.0,164796,11,1,0.000606811,0.006674919,0
0,0.0,0.0,0.0,164796,5,0,0.000606811,0.009708974,0
0,0.0,0.0,0.0,164796,3,0,0.000606811,0.011529406,0
0,0.0,0.0,0.0,164796,4,0,0.000606811,0.013956649,0
0,0.0,0.0,0.0,164796,6,0,0.000606811,0.017597515,0
0,0.0,0.0,0.0,164796,39,0,0.000606811,0.041263137,0
0,0.0,0.0,0.0,164796,324,0,0.000606811,0.237869851,0
0,0.0,0.0,0.0,164796,578,0,0.000606811,0.58860652,0
0,0.0,0.0,0.0,164796,1409,3,0.002427243,1.443603,0
0,0.0,0.0,0.0,164796,1881,10,0.008495352,2.585014199,0
0,0.0,0.0,0.0,164796,325,7,0.012743028,2.782227724,0
0,0.0,0.0,0.0,164796,145,1,0.013349839,2.870215296,0
0,0.0,0.0,0.0,896005,230,7,0.000781246,0.0256695,0
0,0.0,0.0,0.0,896005,613,8,0.001674098,0.094084296,0
0,0.0,0.0,0.0,896005,100,2,0.001897311,0.105244948,0
0,0.0,0.0,0.0,896005,53,2,0.002120524,0.111160094,0
0,0.0,0.0,0.0,896005,88,0,0.002120524,0.120981468,0
0,0.0,0.0,0.0,896005,403,2,0.002343737,0.165958895,0
0,0.0,0.0,0.0,896005,256,1,0.002455343,0.194530164,0
0,0.0,0.0,0.0,896005,2474,3,0.002790163,0.470644695,0
0,0.0,0.0,0.0,896005,6166,23,0.005357113,1.158810498,0
0,0.0,0.0,0.0,896005,11963,72,0.013392782,2.493959297,0
0,0.0,0.0,0.0,896005,99087,81,0.104575309,47.05364367,1
0,0.0,0.0,0.0,10724553,3308,31,0.000289056,0.030845108,0
0,0.0,0.0,0.0,10724553,4374,205,0.002200558,0.071630025,0
0,0.0,0.0,0.0,10724553,1586,85,0.002983807,0.08641852,0
0,0.0,0.0,0.0,10724553,2686,33,0.003254215,0.111463853,0
0,0.0,0.0,0.0,10724553,4620,38,0.00356192,0.154542572,0
0,0.0,0.0,0.0,10724553,8044,46,0.003953545,0.229548029,0
0,0.0,0.0,0.0,10724553,46145,231,0.006107481,0.659822372,0
0,0.0,0.0,0.0,10724553,264339,2596,0.030313618,3.124624402,0
0,0.0,0.0,0.0,10724553,188196,5044,0.077345881,4.879438798,0
0,0.0,0.0,0.0,92377986,98,8,8.66e-06,0.000106086,0
0,0.0,0.0,0.0,92377986,474,23,3.36e-05,0.000619195,0
0,0.0,0.0,0.0,92377986,2498,41,7.79e-05,0.003323303,0
0,0.0,0.0,0.0,92377986,3969,98,0.000184027,0.007619781,0
0,0.0,0.0,0.0,92377986,2031,45,0.000232739,0.009818357,0
0,0.0,0.0,0.0,92377986,1027,43,0.000279287,0.010930093,0
0,0.0,0.0,0.0,92377986,562,14,0.000294442,0.011538463,0
0,0.0,0.0,0.0,92377986,647,35,0.00033233,0.012238847,0
0,0.0,0.0,0.0,92377986,1466,26,0.000360475,0.013825805,0
0,0.0,0.0,0.0,92377986,4886,258,0.000639763,0.019114944,0
0,0.0,0.0,0.0,92377986,5113,80,0.000726364,0.024649812,0
0,0.0,0.0,0.0,92377986,3142,36,0.000765334,0.028051055,0
0,0.0,0.0,0.0,92377986,2229,36,0.000804304,0.030463968,0
0,0.0,0.0,0.0,92377986,697,2,0.001447315,0.093869767,0
0,0.0,0.0,0.0,5813302,3,0,0.0,5.16e-05,0
0,0.0,0.0,0.0,5813302,2857,90,0.001548173,0.049197513,0
0,0.0,0.0,0.0,5813302,6298,362,0.007775271,0.157535253,0
0,0.0,0.0,0.0,5813302,2511,128,0.009873906,0.200729293,0
0,0.0,0.0,0.0,5813302,1099,31,0.010407166,0.219634211,0
0,0.0,0.0,0.0,5813302,1021,10,0.010579185,0.237197379,0
0,0.0,0.0,0.0,5813302,3196,9,0.010734003,0.29217474,0
0,0.0,0.0,0.0,5813302,11013,26,0.011181253,0.481619568,0
0,0.0,0.0,0.0,5813302,18353,71,0.01240259,0.797326545,0
0,0.0,0.0,0.0,5813302,34130,116,0.014398013,1.384428334,0
0,0.0,0.0,0.0,5813302,285593,973,0.096072766,52.47329315,1
0,0.0,0.0,0.0,1002197,30,0,0.0,0.002993423,0
0,0.0,0.0,0.0,1002197,1059,2,0.000199562,0.108661271,0
0,0.0,0.0,0.0,1002197,2265,22,0.002394739,0.334664742,0
0,0.0,0.0,0.0,1002197,1328,30,0.005388162,0.46717362,0
0,0.0,0.0,0.0,1002197,402,4,0.005787285,0.507285494,0
0,0.0,0.0,0.0,1002197,303,2,0.005986847,0.537519071,0
0,0.0,0.0,0.0,1002197,29,1,0.006086628,0.540412713,0
0,0.0,0.0,0.0,1002197,145,0,0.006086628,0.554880927,0
0,0.0,0.0,0.0,1002197,118,0,0.006086628,0.566655059,0
0,0.0,0.0,0.0,1002197,152,0,0.006086628,0.581821738,0
0,0.0,0.0,0.0,1002197,101,2,0.006286189,0.591899597,0
0,0.0,0.0,0.0,1002197,134,0,0.006286189,0.605270221,0
0,0.0,0.0,0.0,1002197,1936,7,0.006984655,0.798445815,0
0,0.0,0.0,0.0,1002197,38,0,0.018858568,1.555083482,0
0,0.0,0.0,0.0,72172,12,0,0.0,0.016626947,0
0,0.0,0.0,0.0,72172,4,0,0.0,0.022169262,0
0,0.0,0.0,0.0,72172,0,0,0.0,0.022169262,0
0,0.0,0.0,0.0,72172,2,0,0.0,0.02494042,0
0,0.0,0.0,0.0,72172,0,0,0.0,0.02494042,0
0,0.0,0.0,0.0,72172,2,0,0.0,0.027711578,0
0,0.0,0.0,0.0,72172,10,0,0.0,0.041567367,0
0,0.0,0.0,0.0,72172,20,0,0.0,0.069278945,0
0,0.0,0.0,0.0,72172,35,0,0.0,0.117774206,0
0,0.0,0.0,0.0,72172,3,0,0.0,0.121930943,0
0,0.0,0.0,0.0,72172,29,0,0.0,0.162112731,0
0,0.0,0.0,0.0,10953714,1109,51,0.000465596,0.01012442,0
0,0.0,0.0,0.0,10953714,5863,250,0.002747926,0.063649644,0
0,0.0,0.0,0.0,10953714,10313,201,0.00458292,0.157800359,0
0,0.0,0.0,0.0,10953714,15283,245,0.006819605,0.297323812,0
0,0.0,0.0,0.0,10953714,37081,413,0.010590015,0.635848261,0
0,0.0,0.0,0.0,10953714,25066,550,0.015611143,0.864683887,0
0,0.0,0.0,0.0,10953714,17494,395,0.019217226,1.024392275,0
0,0.0,0.0,0.0,10953714,14809,140,0.020495332,1.159588428,0
0,0.0,0.0,0.0,10953714,16970,86,0.021280453,1.31451305,0
0,0.0,0.0,0.0,10953714,26797,83,0.022038187,1.559151535,0
0,0.0,0.0,0.0,10953714,43275,252,0.024338777,1.954223015,0
0,0.0,0.0,0.0,17888474,2240,75,0.000419264,0.01252203,0
0,0.0,0.0,0.0,17888474,22694,825,0.005031173,0.139385841,0
0,0.0,0.0,0.0,17888474,17277,2458,0.018771864,0.218565318,0
0,0.0,0.0,0.0,17888474,17334,1169,0.025306798,0.315465702,0
0,0.0,0.0,0.0,17888474,28923,1175,0.031875273,0.477150818,0
0,0.0,0.0,0.0,17888474,28412,854,0.036649297,0.635979346,0
0,0.0,0.0,0.0,17888474,31233,947,0.063476627,0.76611901,0
0,0.0,0.0,0.0,17888474,31145,1315,0.07082773,0.940225533,0
0,0.0,0.0,0.0,17888474,24493,791,0.075249571,1.0771461,0
0,0.0,0.0,0.0,17888474,19827,573,0.078452751,1.187982832,0
0,0.0,0.0,0.0,104258327,1,0,0.0,9.59e-07,0
0,0.0,0.0,0.0,104258327,709,46,4.41e-05,0.000681001,0
0,0.0,0.0,0.0,104258327,4827,346,0.000375989,0.005310847,0
0,0.0,0.0,0.0,104258327,19448,567,0.000919831,0.023964513,0
0,0.0,0.0,0.0,104258327,43326,1994,0.002832388,0.065520906,0
0,0.0,0.0,0.0,104258327,25767,1852,0.004608745,0.090235478,0
0,0.0,0.0,0.0,104258327,4861,616,0.005199585,0.094897936,0
0,0.0,0.0,0.0,104258327,4259,509,0.005687795,0.098982981,0
0,0.0,0.0,0.0,104258327,4357,336,0.006010072,0.103162024,0
0,0.0,0.0,0.0,104258327,8356,384,0.006378387,0.111176731,0
0,0.0,0.0,0.0,104258327,22151,981,0.007319319,0.132422996,0
0,0.0,0.0,0.0,6518500,32,1,1.53e-05,0.00049091,0
0,0.0,0.0,0.0,6518500,363,9,0.00015341,0.006059676,0
0,0.0,0.0,0.0,6518500,2122,36,0.000705684,0.038613178,0
0,0.0,0.0,0.0,6518500,3921,128,0.002669326,0.098765053,0
0,0.0,0.0,0.0,6518500,10194,274,0.006872747,0.255150725,0
0,0.0,0.0,0.0,6518500,9097,269,0.010999463,0.394707371,0
0,0.0,0.0,0.0,6518500,3440,126,0.012932423,0.446068881,0
0,0.0,0.0,0.0,6518500,4749,132,0.014957429,0.518923065,0
0,0.0,0.0,0.0,6518500,5115,139,0.017089821,0.597392038,0
0,0.0,0.0,0.0,6518500,7301,213,0.020357444,0.709396334,0
0,0.0,0.0,0.0,6518500,8724,296,0.024898366,0.843230805,0
0,0.0,0.0,0.0,6518500,4688,47,0.063174043,2.47069111,0
0,0.0,0.0,0.0,1449891,12,0,0.0,0.000827648,0
0,0.0,0.0,0.0,1449891,303,1,6.9e-05,0.021725771,0
0,0.0,0.0,0.0,1449891,991,11,0.000827648,0.090075737,0
0,0.0,0.0,0.0,1449891,695,20,0.002207062,0.138010375,0
0,0.0,0.0,0.0,1449891,2820,51,0.005724568,0.332507754,0
0,0.0,0.0,0.0,1449891,120,0,0.005724568,0.340784238,0
0,0.0,0.0,0.0,1449891,89,0,0.005724568,0.346922631,0
